country,date,population_density,total_population,urban_population_pct,fertility_rate,age_dependency_ratio,life_expectancy,infant_mortality,gdp_per_capita,gross_capital_form_pct,inflation_rate,trade_pct_gdp,fdi_inflows_pct,country-year,gdp_growth,country_code
Canada,2003,3.529322777419,0.018032204401991055,79.967,1.55,45.224975652383,79.7151219512195,5.3,0.2983747952809175,20.4666776118118,2.75856321360112,69.8400946170607,0.782967555453216,Canada 2003,16.679758211933372,2
Canada,2004,3.56237648609852,0.018240990631923918,80.045,1.56,44.8239663324754,79.9921951219512,5.3,0.3391784336421529,21.3828605310678,1.85725871857256,70.1924199909562,0.141465896048034,Canada 2004,13.581001546904048,2
Canada,2005,3.59627553791775,0.01845511653520031,80.122,1.58,44.4124530492161,80.1126829268293,5.2,0.3841693835889725,22.6320421110981,2.21355203439768,69.7591330167357,2.17816380917593,Canada 2005,13.184157361801585,2
Canada,2006,3.63291127522004,0.018686528917584346,80.213,1.63,44.1056701402663,80.5436585365854,5.2,0.4279104136603668,23.5958930196569,2.00202539534162,68.0521644769988,4.87410128955104,Canada 2006,11.324800996381178,2
Canada,2007,3.66834597611535,0.01891035486342489,80.396,1.67,43.9728341323754,80.5436585365854,5.1,0.47203010554031133,23.9078762217461,2.13838399266837,66.2834197482347,8.20055904886214,Canada 2007,10.260821116212204,2
Canada,2008,3.70832237476842,0.019162868783783857,80.578,1.7,43.979810181512,80.7246341463415,5.1,0.4937942531002892,24.0725027760344,2.37027067444298,67.0236083618983,4.5151371416977,Canada 2008,4.590606686510945,2
Canada,2009,3.75101571675707,0.019432544480495244,80.758,1.69,44.0683296307463,81.0660975609756,5.0,0.4318472354262906,21.9594942895654,0.299466803009305,58.4743918224897,1.52413118076926,Canada 2009,-12.492695195483417,2
Canada,2010,3.79293521117963,0.019697332111016184,80.937,1.65,44.2426034732426,81.3221951219512,5.0,0.5028220628821771,23.4820046985497,1.77687154092627,60.2081215044483,1.83725638740881,Canada 2010,16.35670339664186,2
Canada,2011,3.83011279793076,0.019932167126083006,81.096,1.63,44.6166392924826,81.4826829268293,4.9,0.552325500904373,24.1514534714945,2.91213508872347,62.4987387708328,2.13783310760835,Canada 2011,9.804724307249879,2
Canada,2012,3.8718472515473,0.020195785932474522,81.137,1.63,45.2394993555654,81.6636585365854,4.8,0.5570652983722001,24.867543598009,1.51567823124525,62.5955489395005,2.70016900895675,Canada 2012,0.8549461943391901,2
Canada,2013,3.91284812265562,0.02045477100993341,81.178,1.61,45.9856719197967,81.7448780487805,4.8,0.5567231940351097,24.907675073032,0.938291897815245,62.2310749013405,3.62980398357005,Canada 2013,-0.06118435370192632,2
